api_football_id,name,firstname,lastname,norm_name,nationality,age,club,position,appearances,starts,minutes,starter_rate,goals,assists,shots_total,shots_on_target,key_passes,dribbles_success,tackles_total,tackles_blocks,interceptions,duels_won,yellow_cards,yellowred_cards,red_cards,saves,goals_conceded,penalties_won,penalties_missed,penalties_saved,fouls_drawn,fouls_committed,rating
344707,C. Marshall,Callum,Marshall,c. marshall,Northern Ireland,21,West Ham,Attacker,2,0,58,0.0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6.35
545,N. Mazraoui,Noussair,Mazraoui,n. mazraoui,Morocco,28,Manchester United,Defender,20,11,1022,0.55,0,0,2,0,7,8,28,2,14,68,3,0,0,0,0,0,0,0,14,12,6.89
1146,N. Mukiele,Nordi,Mukiele Mulere,n. mukiele,France,28,Sunderland,Defender,32,32,2800,1.0,3,3,16,4,23,12,69,10,40,182,5,0,0,0,0,0,0,0,26,35,6.95
2165,V. Mykolenko,Vitalii,Mykolenko,v. mykolenko,Ukraine,26,Everton,Defender,33,33,2972,1.0,0,1,6,2,23,10,51,9,30,139,6,0,0,0,0,0,0,0,28,29,6.7
2601,D. Kamada,Daichi,Kamada,d. kamada,Japan,29,Crystal Palace,Attacker,28,22,1908,0.786,0,0,12,4,20,12,63,1,14,116,3,0,0,0,0,1,0,0,28,30,6.86
18766,D. Calvert-Lewin,Dominic Nathaniel,Calvert-Lewin,d. calvert-lewin,England,28,Leeds,Attacker,35,30,2726,0.857,14,1,66,34,20,8,10,9,5,184,3,0,0,0,0,2,1,0,38,45,6.71
18894,J. Lascelles,Jamaal,Lascelles,j. lascelles,England,32,Newcastle,Defender,2,0,25,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.4
19760,J. Justin,James Michael,Justin,j. justin,England,27,Leeds,Defender,29,21,1921,0.724,2,1,16,6,12,3,56,11,28,127,4,0,0,0,0,0,0,0,30,13,6.93
19789,E. Pinnock,Ethan Rupert,Pinnock,e. pinnock,Jamaica,32,Brentford,Defender,4,4,321,1.0,0,0,1,1,0,1,5,5,5,20,1,0,0,0,0,0,0,0,2,0,6.75
37724,C. Summerville,Crysencio Jilbert Sylverio Cir,Summerville,c. summerville,Netherlands,24,West Ham,Attacker,31,29,2485,0.935,5,2,32,15,27,51,45,4,16,170,6,0,0,0,0,1,0,0,67,49,7.05
66407,L. Krejčí,Ladislav,Krejčí,l. krejci,Czechia,26,Wolves,Defender,28,27,2361,0.964,2,1,16,10,9,2,32,15,32,103,4,1,0,0,0,0,0,0,7,33,6.71
127817,P. Hincapié,Piero Martín,Hincapié Reyna,p. hincapie,Ecuador,23,Arsenal,Defender,25,20,1792,0.8,1,2,2,2,13,7,48,9,26,100,2,0,0,0,0,0,0,0,14,18,6.92
181806,N. Savona,Nicolò,Savona,n. savona,Italy,22,Nottingham Forest,Defender,14,11,1026,0.786,2,0,4,3,7,2,20,3,4,34,2,0,0,0,0,0,0,0,5,12,6.59
184226,Yeremy Pino,Yeremy Jesús,Pino Santos,yeremy pino,Spain,23,Crystal Palace,Midfielder,34,26,2100,0.765,2,2,24,11,48,18,36,1,9,100,4,0,0,0,0,0,0,0,24,30,6.86
204039,D. Udogie,Iyenoma Destiny,Udogie,d. udogie,Italy,23,Tottenham,Defender,20,14,1342,0.7,0,1,2,1,12,6,31,5,7,66,4,0,0,0,0,0,0,0,22,17,6.54
304317,T. Dibling,Tyler-Jay,Dibling,t. dibling,England,19,Everton,Midfielder,14,4,371,0.286,0,0,1,0,4,13,7,1,6,33,2,0,0,0,0,0,0,0,11,11,6.52
336585,Mateus Fernandes,Mateus Gonçalo,Espanha Fernandes,mateus fernandes,Portugal,21,West Ham,Midfielder,36,35,3029,0.972,3,4,17,8,37,28,104,12,36,200,7,0,0,0,0,0,0,0,49,49,7.19
575,Florentino,Florentino Ibrain,Morris Luís,florentino,Portugal,26,Burnley,Midfielder,31,25,2118,0.806,0,2,10,2,13,7,90,14,41,129,6,0,0,0,0,0,0,0,8,40,6.68
671,B. Traoré,Bertrand Isidore,Traoré,b. traore,Burkina Faso,30,Sunderland,Attacker,12,9,638,0.75,1,0,9,6,8,14,11,3,2,42,1,0,0,0,0,0,0,0,11,11,6.76
727,R. Nelson,Reiss Luke,Nelson,r. nelson,England,26,Brentford,Attacker,10,0,152,0.0,0,1,5,1,2,5,4,1,0,11,0,0,0,0,0,0,0,0,2,0,6.51
18872,L. Cook,Lewis John,Cook,l. cook,England,28,Bournemouth,Midfielder,18,8,905,0.444,0,1,2,0,11,3,25,6,24,42,1,0,1,0,0,0,0,0,5,8,6.86
25073,V. Janelt,Vitaly,Janelt,v. janelt,Germany,27,Brentford,Midfielder,25,15,1460,0.6,1,4,9,3,21,5,27,8,30,66,8,0,0,0,0,0,0,0,13,20,6.94
37143,L. Geertruida,Lutsharel,Geertruida,l. geertruida,Netherlands,25,Sunderland,Defender,28,17,1715,0.607,0,0,7,3,8,7,37,10,19,63,2,0,0,0,0,0,0,0,7,15,6.83
38750,B. Brobbey,Brian Ebenezer,Adjei Brobbey,b. brobbey,Netherlands,23,Sunderland,Attacker,31,22,1944,0.71,7,1,29,18,15,2,9,6,0,112,6,0,0,0,0,1,0,0,37,33,6.63
70366,John,John Victor,Maciel Furtado,john,Brazil,29,Nottingham Forest,Goalkeeper,5,5,438,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,0,0,0,0,0,6.3
129695,D. Bakwa,Dilane,Bakwa,d. bakwa,France,23,Nottingham Forest,Attacker,14,6,552,0.429,0,2,7,3,11,8,4,1,0,27,1,0,0,0,0,0,0,0,14,9,6.61
138822,A. Broja,Armando,Broja,a. broja,Albania,24,Burnley,Attacker,24,8,874,0.333,1,1,8,6,5,8,6,0,3,65,0,0,0,0,0,0,0,0,16,14,6.4
181797,B. Humphreys,Bashir,Humphreys,b. humphreys,England,22,Burnley,Defender,20,17,1578,0.85,0,0,5,3,9,6,27,19,11,69,6,0,0,0,0,0,0,0,10,14,6.85
202854,M. Röhl,Merlin,Röhl,m. rohl,Germany,23,Everton,Midfielder,16,6,694,0.375,1,0,7,1,6,3,24,2,4,49,0,0,0,0,0,0,0,0,7,20,6.51
284324,A. Garnacho,Alejandro,Garnacho Ferreyra,a. garnacho,Argentina,21,Chelsea,Attacker,24,14,1283,0.583,1,4,23,7,29,14,16,0,4,56,2,0,0,0,0,0,0,0,23,9,6.77
311334,F. Buonanotte,Facundo Valentín,Buonanotte,f. buonanotte,Argentina,21,Chelsea,Midfielder,1,1,45,1.0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5
329369,T. Watson,Thomas,Watson,t. watson,England,19,Brighton,Attacker,6,0,73,0.0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,6.44
330437,Álex Jiménez,Alejandro,Jiménez Sánchez,alex jimenez,Spain,20,Bournemouth,Defender,31,26,2330,0.839,1,0,12,4,14,39,69,11,27,141,10,0,0,0,0,0,0,0,20,35,6.81
343311,S. Tzimas,Stefanos,Tzimas,s. tzimas,Greece,19,Brighton,Attacker,9,1,164,0.111,1,1,3,1,6,1,3,1,0,5,0,0,0,0,0,0,0,0,1,4,6.58
403554,Christantus Uche,Christantus Ugonna,Uche,christantus uche,Spain,22,Crystal Palace,Midfielder,14,0,193,0.0,0,0,4,2,0,0,1,0,0,16,0,0,0,0,0,1,0,0,7,4,6.45
412719,Veljko Milosavljević,Veljko,Milosavljević,veljko milosavljevic,Serbia,18,Bournemouth,Defender,7,4,375,0.571,0,0,1,0,1,1,5,5,4,17,0,0,0,0,0,0,0,0,0,0,6.78
412759,J. Canvot,Jaydee,Canvot,j. canvot,France,19,Crystal Palace,Defender,20,14,1347,0.7,0,0,7,1,3,2,39,13,12,85,3,0,0,0,0,0,0,0,7,12,6.87
18,J. Sancho,Jadon Malik,Sancho,j. sancho,England,25,Aston Villa,Attacker,23,9,891,0.391,0,2,4,3,21,16,6,0,2,27,0,0,0,0,0,0,0,0,2,3,6.65
889,V. Lindelöf,Victor Jörgen,Nilsson Lindelöf,v. lindelof,Sweden,31,Aston Villa,Defender,17,11,985,0.647,0,1,3,0,2,0,7,5,8,19,0,0,0,0,0,0,0,0,1,2,6.67
1622,G. Donnarumma,Gianluigi,Donnarumma,g. donnarumma,Italy,26,Manchester City,Goalkeeper,34,34,3060,1.0,0,0,0,0,1,2,0,0,1,22,8,0,0,78,29,0,0,1,4,0,7.03
7600,Igor,Igor Júlio,dos Santos de Paulo,igor,Brazil,27,West Ham,Defender,4,1,122,0.25,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6.4
19341,D. Bentley,Daniel Ian,Bentley,d. bentley,England,32,Wolves,Goalkeeper,3,3,270,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,2,0,7.13
110153,T. Arokodare,Toluwalase Emmanuel,Arokodare,t. arokodare,Nigeria,25,Wolves,Attacker,33,13,1438,0.394,3,1,38,16,11,18,7,2,5,140,1,0,0,0,0,0,1,0,17,18,6.58
129033,J. Gvardiol,Joško,Gvardiol,j. gvardiol,Croatia,23,Manchester City,Defender,18,16,1386,0.889,2,2,13,6,6,2,18,10,15,56,2,0,0,0,0,0,0,0,7,16,7.01
138417,N. Patterson,Nathan Kenneth,Patterson,n. patterson,Scotland,24,Everton,Defender,7,3,266,0.429,0,0,1,1,0,1,10,2,2,20,0,0,0,0,0,0,0,0,2,2,6.87
158054,N. Woltemade,Nick,Woltemade,n. woltemade,Germany,23,Newcastle,Attacker,33,24,1939,0.727,8,3,24,13,22,13,24,2,5,92,0,0,0,0,0,0,0,0,20,20,6.66
162511,S. Lammens,Senne,Lammens,s. lammens,Belgium,23,Manchester United,Goalkeeper,32,32,2880,1.0,0,0,0,0,0,0,1,0,0,11,0,0,0,79,39,0,0,0,4,0,7.01
237819,Kevin,Kevin,Santos Lopes de Macedo,kevin,Brazil,22,Fulham,Attacker,26,9,1037,0.346,1,1,19,10,14,44,21,0,9,90,1,0,0,0,0,1,0,0,17,14,6.75
266657,Sávio,Sávio,Moreira de Oliveira,savio,Brazil,21,Manchester City,Attacker,24,7,858,0.292,1,1,17,11,9,17,9,0,5,41,2,0,0,0,0,1,0,0,15,9,6.76
326176,S. Magassa,Soungoutou,Magassa,s. magassa,France,22,West Ham,Midfielder,22,11,998,0.5,1,0,5,2,5,5,40,4,17,73,4,0,0,0,0,0,0,0,17,17,6.72
380681,D. Mukasa,Divine,Tayon Mahogany Mukasa,d. mukasa,England,18,Manchester City,Midfielder,2,0,25,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.55
404574,Luis Guilherme,Luis Guilherme,Lira dos Santos,luis guilherme,Brazil,19,West Ham,Attacker,5,1,121,0.2,0,0,1,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6.42
95,B. Badiashile,Benoît Ntambue,Badiashile Mukinayi Baya,b. badiashile,France,24,Chelsea,Defender,8,6,471,0.75,0,0,0,0,0,0,7,4,10,17,2,0,0,0,0,0,0,0,2,6,6.73
641,O. Zinchenko,Oleksandr,Zinchenko,o. zinchenko,Ukraine,29,Nottingham Forest,Defender,5,4,353,0.8,0,0,2,2,5,1,10,1,2,16,0,0,0,0,0,0,0,0,2,1,6.72
1468,E. Nketiah,Edward,Keddar Nketiah,e. nketiah,England,26,Crystal Palace,Attacker,12,2,416,0.167,2,0,9,6,7,5,8,1,2,28,2,0,0,0,0,0,0,0,7,7,6.58
1696,S. Chukwueze,Samuel Chimerenka,Chukwueze,s. chukwueze,Nigeria,26,Fulham,Attacker,23,10,1075,0.435,3,4,17,7,24,18,6,1,6,43,0,0,0,0,0,0,0,0,12,5,6.89
2287,R. Barkley,Ross,Barkley,r. barkley,England,32,Aston Villa,Midfielder,21,7,865,0.333,3,1,14,8,10,12,14,3,2,48,1,0,0,0,0,0,0,0,8,9,6.82
2291,M. Kovačić,Mateo,Kovačić,m. kovacic,Croatia,31,Manchester City,Midfielder,6,1,146,0.167,0,1,1,0,4,2,2,0,2,6,0,0,0,0,0,0,0,0,2,0,6.8
2864,A. Isak,Alexander,Isak,a. isak,Sweden,26,Liverpool,Attacker,14,8,714,0.571,3,1,15,6,2,1,7,1,0,17,0,0,0,0,0,0,0,0,1,5,6.51
6056,N. Domínguez,Nicolás Martín,Domínguez,n. dominguez,Argentina,27,Nottingham Forest,Midfielder,27,17,1193,0.63,1,1,10,5,12,6,56,5,7,86,3,0,0,0,0,0,0,0,11,16,6.83
18927,A. Barnes,Ashley Luke,Barnes,a. barnes,England,36,Burnley,Attacker,7,0,92,0.0,0,0,1,1,0,1,0,0,0,10,2,0,0,0,0,0,0,0,2,2,6.4
19182,A. Tuanzebe,Axel,Tuanzebe,a. tuanzebe,England,28,Burnley,Defender,14,14,1202,1.0,1,0,2,1,0,0,14,11,11,38,1,0,0,0,0,0,0,0,2,13,6.53
19911,L. O&apos;Nien,Luke Terry,O'Nien,l. o&apos;nien,England,31,Sunderland,Midfielder,12,5,604,0.417,0,1,3,1,2,1,6,1,6,24,1,0,1,0,0,0,0,0,8,6,6.63
21104,R. Kolo Muani,Randal,Kolo Muani,r. kolo muani,France,27,Tottenham,Attacker,30,21,1682,0.7,1,1,15,4,20,28,28,1,3,103,3,0,0,0,0,0,0,0,17,41,6.47
30407,C. Nørgaard,Christian,Thers Nørgaard,c. nørgaard,Denmark,31,Arsenal,Midfielder,7,1,108,0.143,0,0,2,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,3,6.53
162016,X. Simons,Xavier Quentin Shay,Simons,x. simons,Netherlands,22,Tottenham,Attacker,28,19,1769,0.679,2,5,25,10,35,29,34,1,15,119,5,0,1,0,0,0,0,0,44,21,6.86
162552,D. Scarlett,Dane Pharrell,Scarlett,d. scarlett,England,21,Tottenham,Attacker,2,0,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.45
282125,R. Lavia,Roméo,Lavia,r. lavia,Belgium,21,Chelsea,Midfielder,12,4,377,0.333,0,0,2,0,1,3,8,0,5,22,0,0,0,0,0,0,0,0,8,8,6.78
436443,J. Kusi-Asare,Jonah,Kusi-Asare,j. kusi-asare,Sweden,18,Fulham,Attacker,7,0,79,0.0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,2,4,6.47
18889,F. Woodman,Frederick John,Woodman,f. woodman,England,28,Liverpool,Goalkeeper,3,2,212,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,0,0,0,0,6.9
37145,T. Malacia,Tyrell Johannes Chicco,Malacia,t. malacia,Netherlands,26,Manchester United,Defender,3,0,32,0.0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6.57
47499,E. Ünal,Enes,Ünal,e. unal,Türkiye,28,Bournemouth,Attacker,23,0,259,0.0,1,0,10,3,1,1,1,1,0,21,1,0,0,0,0,0,0,0,10,6,6.48
171035,T. Chirewa,Tawanda,Chirewa,t. chirewa,England,22,Wolves,Attacker,2,0,31,0.0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,3,6.45
291363,George Earthy,George,Earthy,george earthy,England,21,West Ham,Midfielder,1,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
359842,Joe Knight,Joe,Knight,joe knight,England,20,Brighton,Midfielder,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
361735,James Rowswell,James,Rowswell,james rowswell,England,19,Tottenham,Defender,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383770,J. Fletcher,Jack Andrew,Davidson Fletcher,j. fletcher,England,18,Manchester United,Midfielder,3,0,107,0.0,0,0,1,0,2,0,5,1,1,7,0,0,0,0,0,0,0,0,1,2,6.57
392482,C. Kostoulas,Charalampos,Kostoulas,c. kostoulas,Greece,18,Brighton,Attacker,21,2,386,0.095,2,1,16,8,10,11,11,0,1,51,2,0,0,0,0,0,0,0,7,7,6.66
405530,Ezra Mayers,Ezra,Mayers,ezra mayers,England,18,West Ham,Defender,0,0,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3
456206,M. Mane,Mateus Bula,Dami Mané,m. mane,England,18,Wolves,Attacker,27,19,1799,0.704,3,1,35,17,31,30,27,1,6,112,0,0,0,0,0,2,0,0,47,26,6.9
467839,J. Byfield,Jun'ai,Byfield,j. byfield,England,17,Tottenham,Defender,1,0,10,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6
553958,N. Oriola,,,n. oriola,,18,Brighton,Attacker,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
643,Gabriel Jesus,Gabriel Fernando,de Jesus,gabriel jesus,Brazil,28,Arsenal,Attacker,14,3,421,0.214,3,0,16,12,3,8,4,0,3,23,3,0,0,0,0,0,0,0,1,9,6.59
2467,Lisandro Martínez,Lisandro,Martínez,lisandro martinez,Argentina,27,Manchester United,Defender,18,13,1237,0.722,0,0,2,0,5,14,19,12,12,47,0,0,1,0,0,0,0,0,2,9,7.1
20649,Y. Wissa,Yoane,Wissa,y. wissa,Congo DR,29,Newcastle,Attacker,19,4,548,0.211,1,0,13,5,3,1,5,1,0,23,3,0,0,0,0,0,0,0,2,6,6.47
37381,M. Trésor,Mike,Trésor Ndayishimiye,m. tresor,Belgium,26,Burnley,Attacker,6,0,63,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.47
284414,R. Mundle,Romaine Lee,Mundle,r. mundle,England,22,Sunderland,Attacker,14,2,412,0.143,0,0,5,2,1,7,5,0,1,24,1,0,0,0,0,0,0,0,8,7,6.5
318056,A. Murphy,Alex,Murphy,a. murphy,Republic of Ireland,21,Newcastle,Defender,2,0,16,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.6
364566,George Hemmings,George,Hemmings,george hemmings,England,18,Aston Villa,Midfielder,2,0,25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.7
388013,Andrés García,Andrés,García Robledo,andres garcia,Spain,22,Aston Villa,Defender,6,1,105,0.167,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,1,6.5
394165,S. Neave,Sean Thoms,Neave,s. neave,England,18,Newcastle,Attacker,1,0,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
401278,M. Kanté,Mohamadou,Kanté,m. kante,France,20,West Ham,Midfielder,11,0,116,0.0,0,0,2,0,1,1,6,1,0,10,2,0,0,0,0,0,0,0,1,4,6.61
402317,R. Donovan,Romelle,Donovan,r. donovan,England,19,Brentford,Midfielder,4,0,38,0.0,0,0,1,1,1,5,0,0,0,8,0,0,0,0,0,0,0,0,3,2,6.7
557462,S. Lacey,,,s. lacey,,18,Manchester United,Attacker,3,0,51,0.0,0,0,4,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,2,2,6.67
162076,D. Cirkin,Dennis,Cirkin,d. cirkin,England,23,Sunderland,Defender,8,3,329,0.375,0,0,1,0,0,3,8,1,5,18,2,0,0,0,0,0,0,0,2,4,6.67
162498,R. Drăgușin,Radu,Matei Drăgușin,r. dragusin,Romania,23,Tottenham,Defender,10,5,541,0.5,0,0,3,0,0,1,5,8,16,26,0,0,0,0,0,0,0,0,1,9,6.57
404769,Bendito Mantato,Bendito,Mantato,bendito mantato,England,17,Manchester United,Attacker,1,0,15,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
553065,E. Mayers,,,e. mayers,,18,West Ham,Defender,6,0,119,0.0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6.7
557413,J. Drakes-Thomas,,,j. drakes-thomas,,16,Crystal Palace,Attacker,2,0,25,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6.4
557460,T. Fletcher,,,t. fletcher,,18,Manchester United,Midfielder,2,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
18970,P. Groß,Pascal,Groß,p. groß,Germany,34,Brighton,Midfielder,19,18,1636,0.947,1,3,12,9,39,7,29,4,12,60,2,0,0,0,0,0,0,0,12,17,7.05
336578,J. Banel,Jaydon Amauri,Banel,j. banel,Netherlands,21,Burnley,Attacker,1,0,9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.5
380689,C. Olusesi,Callum,Latif Olusesi,c. olusesi,England,18,Tottenham,Midfielder,1,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
18968,Y. Bissouma,Yves,Bissouma,y. bissouma,Mali,29,Tottenham,Midfielder,11,7,605,0.636,0,0,4,2,0,3,18,3,9,32,4,0,0,0,0,0,0,0,6,8,6.64
50856,V. Castellanos,Valentín Mariano José,Castellanos Giménez,v. castellanos,Argentina,27,West Ham,Attacker,18,17,1395,0.944,6,0,42,22,12,2,11,2,6,56,6,0,0,0,0,0,0,0,16,32,6.73
67972,C. Gallagher,Conor John,Gallagher,c. gallagher,England,25,Tottenham,Midfielder,16,14,1196,0.875,1,1,9,4,13,12,22,4,18,65,2,0,0,0,0,0,0,0,23,25,6.74
278898,C. Riad,Chadi,Riad Dnanou,c. riad,Morocco,22,Crystal Palace,Defender,9,6,554,0.667,0,1,4,2,1,1,8,3,4,25,2,0,0,0,0,0,0,0,3,5,6.57
293168,Max Alleyne,Max,Alleyne,max alleyne,England,20,Manchester City,Defender,2,2,135,1.0,0,0,2,1,1,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,7.2
301187,Pablo,Pablo Felipe,Pereira de Jesus,pablo,Portugal,21,West Ham,Attacker,14,10,826,0.714,0,1,9,3,14,9,25,2,4,60,0,0,0,0,0,0,0,0,8,23,6.51
361485,A. Tóth,Alex,Tóth,a. toth,Hungary,20,Bournemouth,Midfielder,9,2,185,0.222,0,0,2,0,5,1,1,1,3,4,1,0,0,0,0,0,0,0,2,1,6.48
392610,H. Howell,Harry,Howell,h. howell,England,17,Brighton,Midfielder,3,1,93,0.333,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,6.27
393193,Kaye Iyowuna Furo,Kaye Iyowuna,Furo,kaye iyowuna furo,Belgium,18,Brentford,Attacker,1,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5
449245,Pedro Lima,Pedro Henrique,Cardoso de Lima,pedro lima,Brazil,19,Wolves,Defender,9,3,271,0.333,0,0,3,1,3,1,8,0,5,12,0,0,0,0,0,0,0,0,1,5,6.57
896,A. Gomes,Adilson Angel,Abreu de Almeida Gomes,a. gomes,England,25,Wolves,Midfielder,12,7,488,0.583,0,0,6,2,6,4,10,2,0,25,1,0,0,0,0,0,0,0,9,7,6.74
983,L. Bailey,Leon Patrick,Bailey Butler,l. bailey,Jamaica,28,Aston Villa,Midfielder,13,3,478,0.231,0,1,5,1,12,5,10,0,4,24,1,0,0,0,0,0,0,0,5,6,6.61
17661,J. Branthwaite,Jarrad Paul,Branthwaite,j. branthwaite,England,23,Everton,Defender,10,7,689,0.7,1,0,5,2,3,0,13,2,11,44,1,0,0,0,0,1,0,0,1,3,7.05
19194,T. Abraham,Tammy,Bakumo-Abraham,t. abraham,England,28,Aston Villa,Attacker,12,2,294,0.167,2,0,6,3,4,1,4,0,0,10,0,0,0,0,0,0,0,0,0,2,6.61
19484,A. Armstrong,Adam James,Armstrong,a. armstrong,England,28,Wolves,Midfielder,14,14,1146,1.0,2,2,12,6,6,10,8,1,2,30,3,0,0,0,0,0,0,0,3,12,6.54
21998,A. Disasi,Axel Wilson Arthur,Disasi Mhakinis Belho,a. disasi,France,27,West Ham,Defender,14,14,1260,1.0,0,0,4,3,1,2,14,12,11,38,1,0,0,0,0,0,0,0,4,5,6.72
163069,L. Netz,Luca,Netz,l. netz,Germany,22,Nottingham Forest,Defender,7,3,355,0.429,0,0,0,0,2,2,12,3,3,18,0,0,0,0,0,0,0,0,2,5,6.73
199089,L. Lucca,Lorenzo,Lucca,l. lucca,Italy,25,Nottingham Forest,Attacker,4,1,135,0.25,1,0,4,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,2,1,6.63
278454,M. Ellborg,Melker Åke,Ellborg,m. ellborg,Sweden,22,Sunderland,Goalkeeper,3,3,270,1.0,0,0,0,0,0,1,0,0,0,2,0,0,0,10,2,0,0,0,1,0,7.1
311543,N. Angulo,Nilson David,Angulo Ramírez,n. angulo,Ecuador,22,Sunderland,Attacker,8,5,413,0.625,0,0,6,3,3,6,10,0,5,24,1,0,0,0,0,0,0,0,3,11,6.49
389302,T. Edozie,Tom,Edozie,t. edozie,England,19,Wolves,Attacker,0,0,26,0.0,1,0,2,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7.2
407806,Rayan,Rayan Vitor,Simplício Rocha,rayan,Brazil,19,Bournemouth,Attacker,15,13,1119,0.867,5,2,17,8,14,13,11,0,8,55,1,0,0,0,0,0,0,0,6,9,6.97
414455,Souza,João Victor,de Souza Menezes,souza,Brazil,19,Tottenham,Defender,4,2,144,0.5,0,0,1,1,3,0,0,0,2,2,1,0,0,0,0,0,0,0,2,3,6.35
613795,J. Abbey,,,j. abbey,,,Wolves,Midfielder,1,0,16,0.0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6.9
18784,J. Maddison,James Daniel,Maddison,j. maddison,England,29,Tottenham,Midfielder,3,0,62,0.0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,6.77
18973,S. March,Solomon Benjamin,March,s. march,England,31,Brighton,Midfielder,4,0,60,0.0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,6.58
276184,M. Sarr,Mamadou,Sarr,m. sarr,France,20,Chelsea,Defender,3,1,107,0.333,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,6.3
464004,Alysson Edward,Alysson Edward Franco,da Rocha dos Santos,alysson edward,Brazil,19,Aston Villa,Attacker,3,0,56,0.0,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,6.53
554280,J. T. Bi,,,j. t. bi,,20,Sunderland,Midfielder,1,1,39,1.0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,1,0,6.6
19362,J. Dasilva,Pelenda Joshua Tunga,Dasilva,j. dasilva,England,27,Brentford,Midfielder,2,0,21,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
123469,Z. Amdouni,Mohamed Zeki,Amdouni,z. amdouni,Switzerland,25,Burnley,Attacker,4,0,69,0.0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,6.43
152953,L. Colwill,Levi Lemar,Samuels Colwill,l. colwill,England,22,Chelsea,Defender,3,2,238,0.667,0,0,0,0,0,0,3,3,5,11,0,0,0,0,0,0,0,0,2,1,6.93
359117,Shumaira Mheuka,Shumaira,Mheuka,shumaira mheuka,England,18,Chelsea,Attacker,1,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
417653,J. Derry,Jesse,Derry,j. derry,England,18,Chelsea,Attacker,1,1,44,1.0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,6.6
